@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
309,'2016/10/31 13:06:10:331',5,0.9,0.857778,0.99,0,1
310,'2016/10/31 13:06:10:351',5,0.9,0.857778,0.99,0,1
311,'2016/10/31 13:06:10:371',5,0.9,0.857778,0.99,0,1
312,'2016/10/31 13:06:10:391',5,0.905556,0.857778,0.99,0,1
313,'2016/10/31 13:06:10:411',5,0.911806,0.855556,0.99,0,1
314,'2016/10/31 13:06:10:431',5,0.918056,0.847778,0.99,0,1
315,'2016/10/31 13:06:10:451',5,0.924306,0.834444,0.99,0,1
316,'2016/10/31 13:06:10:471',5,0.928472,0.816667,0.99,0,1
317,'2016/10/31 13:06:10:523',5,0.905556,0.71,0.99,0,1
318,'2016/10/31 13:06:10:531',5,0.886111,0.675556,0.99,0,1
319,'2016/10/31 13:06:10:551',5,0.865278,0.652222,0.99,0,1
320,'2016/10/31 13:06:10:572',5,0.847222,0.642222,0.99,0,1
321,'2016/10/31 13:06:10:591',5,0.815972,0.634444,0.99,0,1
322,'2016/10/31 13:06:10:611',5,0.793056,0.643333,0.99,0,1
323,'2016/10/31 13:06:10:631',5,0.775,0.677778,0.99,0,1
324,'2016/10/31 13:06:10:651',5,0.759028,0.758889,0.99,0,1
325,'2016/10/31 13:06:10:671',5,0.759028,0.797778,0.99,0,1
